NOM_COMUN,TIPO_VEGET,ESTADO_INICIAL,FECHA,LADO_RED,DAP_ESTIM,LONG_INTER,TIPO_INTER,NIVEL_RIES,CIRCUITO_TRAMO,NODO_1,NODO_2,LONGITUD,LATITUD,DEP,MUN
CHINGALE,Arbol aislado,Ejecutado,2024-02-16,Ambos Lados,50,5,Tala,Alto,NSA23L14,E55178,E55179,-74.94275827,5.637514779,CALDAS,SAMANÁ
CHINGALE,Arbol aislado,Inspeccionado,2024-02-12,Izquierda,30,6,Poda,Medio,PSV23L13,E62294,E62296,-75.14170858,5.527594465,CALDAS,PENSILVANIA
NN,Cerca Viva,Ejecutado,2024-02-13,Izquierda,28,9,Poda,Alto,PSV23L13,E62293,E62294,-75.14762299,5.525103139,CALDAS,PENSILVANIA
MATARRATON,Arbol aislado,Ejecutado,2024-02-09,Debajo,28,3,Poda,Medio,VBO23L12,W34088,W34089,-75.868386,5.059902,CALDAS,VITERBO
OTROS,Bosque natural secundario,Existente,2022-10-13,Ambos Lados,30,10,Tala,Medio,BEL23L15,O10666,O10667,-75.79562184,4.9981254,CALDAS,BELALCÁZAR
CEDRO,Bosque natural secundario,Existente,2022-10-13,Derecha,0,0,Poda,Bajo,BEL23L15,O10666,O10667,-75.79650245,4.99850859,CALDAS,BELALCÁZAR
GUADUA,Guadual,Existente,2022-07-13,Ambos Lados,10,8,Tala,Potencial,BEL23L15,O10666,O10667,-75.79655752,4.998529072,CALDAS,BELALCÁZAR
GUADUA,Guadual,Existente,2022-10-13,Ambos Lados,0,0,Tala,Alto,BEL23L15,O10667,O10668,-75.79699043,4.998735481,CALDAS,BELALCÁZAR
ACACIA AMARILLA,Arbol aislado,Existente,2022-10-13,Derecha,0,0, ,Alto,BEL23L15,O10667,O10668,-75.79716475,4.998815618,CALDAS,BELALCÁZAR
OTROS,Bosque natural secundario,Existente,2022-10-13,izquierda,60,15,Poda,Medio,BEL23L15,O10667,O10668,-75.79713453,4.998801431,CALDAS,BELALCÁZAR
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-02,Debajo,20,30,Poda,Alto,MTO23L19,M13007,M13746,-75.517502,5.05975,CALDAS,VILLAMARÍA
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-02,Ambos Lados,40,40,Poda,Alto,MTO23L19,M13007,M13008,-75.517403,5.05867,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Ejecutado,2024-01-29,Derecha,20,5,Poda,Medio,ENE23L15,M63006,M63011,-75.457191,5.023514,CALDAS,VILLAMARÍA
FICUS,Arbol aislado,Ejecutado,2024-01-29,Debajo,40,4,Poda,No aplica,ENE23L15,M63978,M63979,-75.455682,5.028862,CALDAS,VILLAMARÍA
EUCALIPTO,Cerca Viva,Inspeccionado,2024-01-30,Debajo,1,0,Poda,Bajo,ENE23L15,M63013,M63015,-75.457191,5.026594,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Inspeccionado,2024-01-30,Derecha,0,9,Poda,Bajo,ENE23L15,M63013,M63015,-75.457291,5.027454,CALDAS,VILLAMARÍA
LECHUDO,Arbol aislado,Ejecutado,2024-01-31,Debajo,35,7,Poda,Medio,ENE23L15,M63404,M63407,-75.455686,5.033044,CALDAS,MANIZALES
GUADUA,Guadual,Inspeccionado,2024-01-29,Izquierda,12,6,Tala,Alto,SNA23L15,E41557,E41558,-74.95813428,5.415923893,CALDAS,SAMANÁ
EUCALIPTO,Arbol aislado,Inspeccionado,2024-01-29,Izquierda,60,4,Poda,Bajo,ENE23L15,M63974,M63975,-75.452194,5.028034,CALDAS,VILLAMARÍA
LEUCAENA,Arbol aislado,Ejecutado,2024-02-09,Izquierda,35,5,Poda,Medio,VBO23L12,W34108,W34108,-75.873796,5.059576,CALDAS,VITERBO
OTROS,Arbol aislado,Ejecutado,2024-02-09,Ambos Lados,50,15,Poda,Alto,VBO23L12,W34136,W34137,-75.87602,5.062365,CALDAS,VITERBO
GUAMO,Cafe/sombrio,Ejecutado,2024-02-05,Ambos Lados,15,6,Poda,Bajo,SNA23L12,E42205,E42206,-75.028989,5.364634,CALDAS,PENSILVANIA
QUIEBRABARRIGO,Bosque natural,Ejecutado,2024-02-05,Debajo,15,4,Poda,Bajo,SNA23L12,E42205,E42206,-75.02799,5.362844,CALDAS,PENSILVANIA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-02-21,Debajo,10,6,Poda,Medio,ESM40L32,A09006,A09007,-75.7178855,5.056778462,CALDAS,PALESTINA
NN,Arbol aislado,Ejecutado,2024-02-21,Debajo,15,6,Tala,Alto,VCT23L12,E11100,E11102,-74.92291495,5.28834375,CALDAS,VICTORIA
OTROS,Bosque natural,Ejecutado,2024-02-16,Ambos Lados,10,6,Rocería,Alto,SCH23L12,W17109,W17110,-75.947284,5.365731,RISARALDA,MISTRATÓ
NIGUITO,Arbol aislado,Ejecutado,2024-02-16,Debajo,42,6,Poda,Alto,SCH23L12,W17109,W17139,-75.947555,5.366261,RISARALDA,MISTRATÓ
ARRAYAN,Arbol aislado,Ejecutado,2024-02-05,Derecha,60,7,Poda,Alto,AZA23L16,M44596,M44601,-75.492786,5.05142,CALDAS,MANIZALES
AGUACATE,Frutales,Ejecutado,2024-02-22,Derecha,6,6,Poda,Alto,VCT23L12,E11093,E11094,-74.91591215,5.297357372,CALDAS,VICTORIA
AGUACATE,Frutales,Pendiente Otro,2024-02-22,Debajo,0,0,Poda,Alto,VCT23L12,E11094,E11095,-74.91587532,5.296559877,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-02-22,Debajo,6,45,Rocería,Alto,VCT23L12,E11096,E11097,-74.91741573,5.29573265,CALDAS,VICTORIA
GUAYABO,Frutales,Ejecutado,2024-02-22,Debajo,6,5,Poda,Alto,VCT23L12,E11094,E11095,-74.915911,5.297348257,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-02-22,Debajo,6,82,Rocería,Alto,VCT23L12,E11096,E11097,-74.9179889,5.295153485,CALDAS,VICTORIA
ENCENILLO,Arbol aislado,Ejecutado,2024-02-21,Encima,40,8,Poda,Alto,DON23L12,L10634,L10710,-74.67931021,5.475280472,CALDAS,LA DORADA
ALMENDRO,Arbol aislado,Ejecutado,2024-02-21,Izquierda,40,4,Poda,Medio,DON23L12,L10649,L10650,-74.67757396,5.474841106,CALDAS,LA DORADA
DINDE,Arbol aislado,Ejecutado,2024-02-20,Ambos Lados,56,12,Poda,Alto,DON23L12,L10033,L10034,-74.68047022,5.474326366,CALDAS,LA DORADA
FRESNO,Arbol aislado,Ejecutado,2024-02-21,Debajo,38,3,Poda,Medio,DON23L12,L10634,L10710,-74.67930407,5.475262685,CALDAS,LA DORADA
AGUACATE,Frutales,Pendiente Otro,2024-02-22,Debajo,0,0,Poda,Alto,VCT23L12,E11095,E11096,-74.91598755,5.296526331,CALDAS,VICTORIA
NN,Bosque natural secundario,Ejecutado,2024-02-22,Derecha,18,21,Tala,Alto,VCT23L12,E11096,E11097,-74.91814667,5.295031527,CALDAS,VICTORIA
GUASIMO,Arbol aislado,Ejecutado,2024-02-21,Ambos Lados,45,8,Poda,Alto,DON23L12,B10029,L10633,-74.679299,5.475294,CALDAS,LA DORADA
ACACIA,Arbol aislado,Ejecutado,2024-02-21,Derecha,50,5,Poda,Alto,DON23L12,L10015,L10634,-74.679424,5.475233,CALDAS,LA DORADA
DINDE,Arbol aislado,Ejecutado,2024-02-16,Debajo,32,5,Tala,Alto,SCH23L12,W17108,W17109,-75.94746575,5.366095492,RISARALDA,MISTRATÓ
SAMAN,Arbol aislado,Ejecutado,2024-02-21,Izquierda,40,10,Poda,Alto,DON23L12,L10634,L10710,-74.679299,5.475254,CALDAS,LA DORADA
OTROS,Arbol aislado,Ejecutado,2024-02-21,Debajo,45,3,Poda,Medio,DON23L12,L10651,L10652,-74.677025,5.474741,CALDAS,LA DORADA
TECA,Arbol aislado,Ejecutado,2024-02-21,Debajo,35,3,Poda,Medio,DON23L12,L10634,L10710,-74.679175,5.474842,CALDAS,LA DORADA
SAMAN,Arbol aislado,Ejecutado,2024-02-21,Izquierda,60,10,Poda,Alto,DON23L12,L10645,L10647,-74.678031,5.47558,CALDAS,LA DORADA
SAMAN,Arbol aislado,Ejecutado,2024-02-21,Izquierda,55,3,Poda,No aplica,DON23L12,L10645,L10648,-74.677977,5.475293,CALDAS,LA DORADA
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-13,Ambos Lados,40,25,Poda,Alto,AZA23L18,M44726,M46934,-75.483375,5.044954,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-13,Ambos Lados,50,30,Poda,Bajo,AZA23L18,M44013,M44016,-75.482922,5.044786,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-09,Debajo,10,20,Rocería,Medio,AZA23L19,M43125,M43126,-75.478057,5.050737,CALDAS,MANIZALES
LECHUDO,Arbol aislado,Ejecutado,2024-02-01,Ambos Lados,40,15,Poda,Alto,AZA23L13,M41223,M41291,-75.49975501,5.061971669,CALDAS,MANIZALES
FICUS,Arbol aislado,Ejecutado,2024-02-01,Debajo,50,20,Poda,Alto,AZA23L13,M41223,M41224,-75.499513,5.061869,CALDAS,MANIZALES
MANZANILLO,Arbol aislado,Ejecutado,2024-02-22,Debajo,30,8,Tala,Alto,FIL23L13,N21253,N21255,-75.551976,5.280965,CALDAS,FILADELFIA
OTROS,Arbol aislado,Ejecutado,2024-02-22,Debajo,100,3,Poda,Medio,ROS23L15,D16031,D16812,-75.679143,4.830602,RISARALDA,DOSQUEBRADAS
MATARRATON,Cerca Viva,Ejecutado,2024-02-22,Derecha,10,5,Rocería,Medio,RIO23L14,W55008,W55580,-75.6954948,5.466623648,CALDAS,RIOSUCIO
OTROS,Arbol aislado,Ejecutado,2024-02-22,Izquierda,30,5,Rocería,Alto,RIO23L14,W55008,W55580,-75.6956034,5.466824828,CALDAS,RIOSUCIO
GUADUA,Guadual,Ejecutado,2024-02-22,Debajo,10,5,Tala,Alto,RIO23L14,W55580,W55742,-75.6955709,5.467365052,CALDAS,RIOSUCIO
MATARRATON,Cerca Viva,Ejecutado,2024-02-22,Debajo,25,8,Tala,Alto,RIO23L14,W55008,W55580,-75.69537504,5.466399368,CALDAS,RIOSUCIO
OTROS,Arbol aislado,Ejecutado,2024-02-06,Izquierda,25,5,Rocería,Alto,SNA23L15,E41594,E41602,-74.94916318,5.4579868,CALDAS,SAMANÁ
NN,Cerca Viva,Ejecutado,2024-02-06,Izquierda,30,5,Rocería,Alto,SNA23L15,E41594,E41602,-74.94916445,5.457983096,CALDAS,SAMANÁ
NN,Bosque natural,Ejecutado,2024-02-06,Ambos Lados,12,10,Rocería,Alto,SNA23L15,E41594,E41602,-74.94916918,5.457966979,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-02-06,Debajo,19,10,poda,Alto,SNA23L15,E41602,E41628,-74.94915848,5.458001733,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-02-05,Debajo,8,12,Poda,Alto,SNA23L12,E42241,E42243,-75.01017,5.359248,CALDAS,MARQUETALIA
PINO,Bosque natural,Ejecutado,2024-02-05,Ambos Lados,8,30,Poda,Alto,SNA23L12,E42245,E42246,-75.00549176,5.359798265,CALDAS,MARQUETALIA
GUADUILLA,Cerca Viva,Ejecutado,2024-01-26,Debajo,10,40,Poda,Alto,PSO23L15,M53456,M53460,-75.50135738,5.067999594,CALDAS,MANIZALES
OTROS,Bosque natural,Ejecutado,2024-02-22,Derecha,30,10,Poda,Alto,FIL23L13,N21729,N21730,-75.57630351,5.292137144,CALDAS,FILADELFIA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-02-22,Derecha,30,4,Tala,Alto,FIL23L13,N21729,N21730,-75.57631356,5.292137742,CALDAS,FILADELFIA
DRAGO,Arbol aislado,Ejecutado,2024-02-22,Debajo,30,10,Poda,Alto,FIL23L13,N21253,N21255,-75.552087,5.281433,CALDAS,FILADELFIA
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-02-20,Derecha,30,25,Poda,Alto,PSO23L17,M42160,M42979,-75.49057866,5.062205152,CALDAS,MANIZALES
GUADUA,Guadual,Nuevo,2024-02-05,Ambos Lados,200,13,Tala,Alto,ROS23L19,D14124,D14126,-75.68333695,4.890673603,RISARALDA,SANTA ROSA DE CABAL
NN,Cafe/sombrio,Inspeccionado,2024-02-07,Debajo,15,0,Poda,Bajo,SNA23L12,E42081,E42082,-75.027914,5.37362,CALDAS,SAMANÁ
MATARRATON,Cerca Viva,Ejecutado,2024-02-14,Derecha,12,6,Poda,Medio,VBO23L13,W35674,W35675,-75.85820434,4.988222816,CALDAS,SAN JOSÉ
TABAQUILLO,Arbol aislado,Inspeccionado,2024-02-19,Debajo,5,0,Rocería,Bajo,RIO23L16,W52232,W52234,-75.711216,5.44028,CALDAS,RIOSUCIO
AGUACATE,Frutales,Inspeccionado,2024-02-20,Izquierda,10,5,Poda,Medio,INS23L12,C21334,C21398,-75.684942,5.056736,CALDAS,PALESTINA
GUADUA,Guadual,Ejecutado,2024-02-21,Ambos Lados,10,0,Tala,Alto,VBO23L14,W36214,W36215,-75.82786687,5.049587956,CALDAS,SAN JOSÉ
NN,Rastrojo,Ejecutado,2024-02-21,Ambos Lados,0,4,Poda,Medio,VBO23L14,W36214,W36215,-75.82775209,5.049849576,CALDAS,SAN JOSÉ
MATARRATON,Arbol aislado,Ejecutado,2024-02-21,Izquierda,28,2,Tala,Medio,VBO23L14,W36214,W36215,-75.82781277,5.049714751,CALDAS,SAN JOSÉ
GUAMO,Arbol aislado,Inspeccionado,2024-02-21,Derecha,70,12,Poda,Alto,VBO23L14,W36016,W36582,-75.84246683,5.077194964,CALDAS,SAN JOSÉ
TULIPAN AFRICANO,Arbol aislado,Ejecutado,2024-02-22,Debajo,50,10,Poda,Medio,ROS23L15,D16221,D16223,-75.676177,4.831913,RISARALDA,DOSQUEBRADAS
OTROS,Arbol aislado,Ejecutado,2024-02-22,Izquierda,90,14,Poda,Medio,VBO23L14,W36020,W36021,-75.84299437,5.078641526,CALDAS,SAN JOSÉ
GUADUA,Guadual,Ejecutado,2024-02-22,Ambos Lados,6,40,Tala,Alto,IRR30L12,B26004,B26005,-75.64662395,5.109215883,CALDAS,PALESTINA
GUADUA,Guadual,Ejecutado,2024-02-22,Ambos Lados,8,25,Tala,Bajo,IRR30L12,B26011,B26012,-75.64574895,5.124299147,CALDAS,MANIZALES
AGUACATILLO,Frutales,Inspeccionado,2024-02-20,Izquierda,10,5,Poda,Medio,INS23L12,C21334,C21398,-75.68456,5.056823,CALDAS,PALESTINA
MESTIZO,Arbol aislado,Ejecutado,2024-02-21,Debajo,15,10,Tala,Medio,VCT23L14,E12064,E12065,-74.87935739,5.530188663,CALDAS,NORCASIA
GUADUA,Guadual,Inspeccionado,2024-02-21,Ambos Lados,0,0,Poda,Medio,VBO23L14,W36016,W36582,-75.84262356,5.077223024,CALDAS,SAN JOSÉ
OTROS,Arbol aislado,Ejecutado,2024-02-21,Derecha,45,14,Poda,Medio,VBO23L14,W36016,W36020,-75.84307354,5.07795847,CALDAS,SAN JOSÉ
NN,Plantacion,Ejecutado,2024-02-21,Derecha,60,0,Poda,Medio,VBO23L14,W36016,W36020,-75.84301775,5.078437953,CALDAS,SAN JOSÉ
GUAMO,Bosque natural,Ejecutado,2024-02-21,Izquierda,70,4,Poda,Bajo,VBO23L14,W36016,W36582,-75.842839,5.077263,CALDAS,SAN JOSÉ
CAUCHO,Plantacion,Ejecutado,2024-02-21,Ambos Lados,30,27,Poda,Alto,VCT23L14,E12228,E12229,-74.906491,5.407064,CALDAS,VICTORIA
MATARRATON,Cerca Viva,Ejecutado,2024-02-22,Debajo,30,5,Rocería,Alto,RIO23L14,W55580,W55742,-75.69557458,5.467348707,CALDAS,RIOSUCIO
MATARRATON,Cerca Viva,Ejecutado,2024-02-22,Debajo,25,6,Tala,Alto,RIO23L14,W55008,W55580,-75.69557323,5.466831777,CALDAS,RIOSUCIO
ALISO,Bosque natural secundario,Ejecutado,2024-02-22,Izquierda,30,15,Tala,Alto,VCT23L14,E12061,E12062,-74.88429449,5.528302767,CALDAS,NORCASIA
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-02-22,Izquierda,15,5,Tala,Medio,VCT23L14,E12062,E12063,-74.88429093,5.528303546,CALDAS,NORCASIA
ALISO,Bosque natural secundario,Ejecutado,2024-02-21,Ambos Lados,25,15,Tala,Alto,VCT23L14,E12063,E12064,-74.879689,5.530124,CALDAS,NORCASIA
CIRPO,Arbol aislado,Ejecutado,2024-02-21,Derecha,54,14,Tala,Alto,VCT23L14,E12064,E12065,-74.879387,5.530214,CALDAS,NORCASIA
LAUREL OCOTEA SP,Arbol aislado,Ejecutado,2024-02-21,Izquierda,50,15,Poda,Bajo,VBO23L14,W36268,W36269,-75.80727765,5.059253823,CALDAS,BELALCÁZAR
GUADUA,Guadual,Ejecutado,2024-02-21,Ambos Lados,10,10,Tala,Alto,VBO23L14,W36268,W36269,-75.80727878,5.05922858,CALDAS,BELALCÁZAR
NN,Bosque natural secundario,Ejecutado,2024-02-21,Ambos Lados,50,30,Tala,Alto,VBO23L14,W36268,W36269,-75.80728604,5.058974397,CALDAS,BELALCÁZAR
GUADUA,Guadual,Ejecutado,2024-02-21,Ambos Lados,10,25,Tala,Alto,VBO23L14,W36081,W36082,-75.83279849,5.128448402,RISARALDA,BELÉN DE UMBRÍA
GUADUA,Guadual,Ejecutado,2024-02-21,Ambos Lados,10,20,Tala,Alto,VBO23L14,W36082,W36092,-75.83270909,5.128985483,RISARALDA,BELÉN DE UMBRÍA
LEUCAENA,Arbol aislado,Ejecutado,2024-02-21,Ambos Lados,40,4,Poda,Alto,VBO23L14,W36123,W36124,-75.83429713,5.130623443,RISARALDA,BELÉN DE UMBRÍA
OTROS,Arbol aislado,Ejecutado,2024-02-21,Ambos Lados,35,6,Poda,Alto,VBO23L14,W36103,W36104,-75.83540481,5.128750436,RISARALDA,BELÉN DE UMBRÍA
CEDRO,Arbol aislado,Ejecutado,2024-02-21,Debajo,35,3,Poda,Alto,VBO23L14,W36120,W36121,-75.83382984,5.130966288,RISARALDA,BELÉN DE UMBRÍA
GUADUA,Guadual,Ejecutado,2024-02-22,Derecha,5,10,Tala,Alto,FIL23L13,N21249,N21253,-75.55308,5.285921,CALDAS,FILADELFIA
MATARRATON,Cerca Viva,Inspeccionado,2024-02-22,Debajo,15,8,Poda,Bajo,FIL23L13,N21249,N21253,-75.553058,5.285822,CALDAS,FILADELFIA
GUAYACAN Mzles,Parque,Ejecutado,2024-02-21,Izquierda,60,8,Poda,Alto,PSO23L17,M55193,M55294,-75.49390674,5.068047159,CALDAS,MANIZALES
ARBOLOCO,Bosque natural,Ejecutado,2024-02-21,Derecha,35,10,Poda,Alto,PSO23L17,M55015,M55016,-75.49512753,5.070196776,CALDAS,MANIZALES
LECHUDO,Bosque natural,Ejecutado,2024-02-21,Derecha,40,25,Poda,Alto,PSO23L17,M42148,M42154,-75.48932485,5.063383819,CALDAS,MANIZALES
NN,Separador Vial,Ejecutado,2024-02-21,Derecha,40,20,Poda,Alto,PSO23L17,M42148,M42154,-75.48954521,5.063473626,CALDAS,MANIZALES
PALMA,Arbol aislado,Ejecutado,2024-02-20,Izquierda,40,5,Poda,Medio,PSO23L17,M42191,M42192,-75.492897,5.06302,CALDAS,MANIZALES
MESTIZO,Arbol aislado,Ejecutado,2024-02-16,Debajo,25,6,Tala,Alto,SCH23L12,W17109,W17123,-75.94748413,5.366090265,RISARALDA,MISTRATÓ
MESTIZO,Arbol aislado,Ejecutado,2024-02-16,Izquierda,32,6,Poda,Alto,SCH23L12,W17109,W17123,-75.94750563,5.366077871,RISARALDA,MISTRATÓ
CHINGALE,Arbol aislado,Ejecutado,2024-02-22,Debajo,42,28,Tala,Medio,VCT23L14,E12062,E12063,-74.884229,5.528375,CALDAS,NORCASIA
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-02-22,Izquierda,20,6,Tala,Alto,VCT23L14,E12062,E12063,-74.884222,5.528378,CALDAS,NORCASIA
GUADUA,Guadual,Ejecutado,2024-02-21,Ambos Lados,12,20,Tala,Alto,VBO23L14,W36220,W36221,-75.829495,5.040994,CALDAS,SAN JOSÉ
GUADUA,Guadual,Ejecutado,2024-02-21,Debajo,10,15,Tala,Alto,VBO23L14,W36220,W36221,-75.82908523,5.041098966,CALDAS,SAN JOSÉ
CAMARGO,Rastrojo,Ejecutado,2024-02-21,Debajo,8,8,Rocería,Bajo,ESM40L32,A09005,A09006,-75.71803914,5.05656915,CALDAS,PALESTINA
CORDONCILLO,Rastrojo,Ejecutado,2024-02-21,Debajo,8,15,Rocería,Bajo,ESM40L32,A09005,A09006,-75.72166254,5.051170741,CALDAS,PALESTINA
ALMENDRO,Arbol aislado,Ejecutado,2024-02-20,Debajo,20,10,Poda,Medio,DON23L12,L10046,L10047,-74.68056887,5.473563771,CALDAS,LA DORADA
MATARRATON,Arbol aislado,Ejecutado,2024-02-20,Debajo,25,2,Poda,Medio,DON23L12,L10047,L10048,-74.68103168,5.473168715,CALDAS,LA DORADA
ALMENDRO,Arbol aislado,Ejecutado,2024-02-20,Derecha,45,15,Poda,Alto,DON23L12,L10033,L10034,-74.68054635,5.474477564,CALDAS,LA DORADA
GUADUA,Guadual,Ejecutado,2024-02-15,Debajo,12,15,Tala,Medio,VBO23L15,O34276,W37356,-75.915669,5.08974,RISARALDA,APÍA
ARBOLOCO,Arbol aislado,Ejecutado,2024-02-14,Derecha,50,20,Poda,Alto,MTO23L12,M10035,M10114,-75.5278799,5.036980216,CALDAS,VILLAMARÍA
NN,Cafe/sombrio,Ejecutado,2024-02-14,Izquierda,12,8,Tala,Medio,VBO23L15,W37355,W37356,-75.91514826,5.089478378,RISARALDA,APÍA
EUCALIPTO,Arbol aislado,Ejecutado,2024-02-20,Derecha,40,20,Tala,Alto,MAZ23L14,E32675,E32676,-75.269888,5.266874,CALDAS,MARULANDA
EUCALIPTO,Arbol aislado,Ejecutado,2024-02-20,Derecha,40,10,Poda,Alto,MAZ23L14,E32674,E32675,-75.2699314,5.266351927,CALDAS,MARULANDA
MATARRATON,Cerca Viva,Inspeccionado,2024-02-13,Ambos Lados,30,0,Poda,Bajo,VBO23L15,W37263,W37263,-75.886823,5.076897,CALDAS,VITERBO
OTROS,Arbol aislado,Ejecutado,2024-02-13,Debajo,35,12,Tala,Bajo,CHA23L16,C14009,C14010,-75.61369124,4.987782214,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Arbol aislado,Inspeccionado,2024-02-12,Izquierda,35,0,Seleccione…,Bajo,VBO23L13,O10385,O10386,-75.845398,4.99587,CALDAS,BELALCÁZAR
AGUACATE,Frutales,Inspeccionado,2024-02-12,Derecha,30,0,Seleccione…,Bajo,VBO23L13,O10392,O10393,-75.844597,4.99754,CALDAS,BELALCÁZAR
MATARRATON,Cerca Viva,Ejecutado,2024-02-12,Debajo,10,3,Poda,Medio,VBO23L13,W35673,W35674,-75.8582,4.98939,CALDAS,SAN JOSÉ
MATARRATON,Cerca Viva,Ejecutado,2024-02-12,Debajo,15,4,Poda,Medio,VBO23L13,O10391,W35759,-75.847601,4.995363,CALDAS,BELALCÁZAR
PALMA,Ornamental,Ejecutado,2024-02-12,Izquierda,35,4,Poda,Medio,VBO23L13,O10388,O10389,-75.846416,4.995147,CALDAS,BELALCÁZAR
SAMAN,Arbol aislado,Ejecutado,2024-02-12,Ambos Lados,50,5,Poda,Medio,VBO23L13,O10381,O10382,-75.844151,4.996838,CALDAS,BELALCÁZAR
CASCO DE BUEY,Arbol aislado,Ejecutado,2024-02-12,Debajo,30,6,Poda,Medio,VBO23L13,O10378,O10381,-75.843806,4.997163,CALDAS,BELALCÁZAR
OTROS,Arbol aislado,Inspeccionado,2024-02-12,Derecha,35,0,Seleccione…,Bajo,VBO23L13,O10391,W35008,-75.847791,4.995731,CALDAS,BELALCÁZAR
LECHUDO,Arbol aislado,Ejecutado,2024-02-13,Ambos Lados,30,15,Poda,Medio,VBO23L13,W35501,W35501,-75.84896651,5.064997417,CALDAS,SAN JOSÉ
OTROS,Arbol aislado,Ejecutado,2024-02-01,Debajo,25,6,Poda,Alto,SNA23L15,E41728,E41864,-74.95501275,5.400612771,CALDAS,SAMANÁ
LECHUDO,Arbol aislado,Ejecutado,2024-02-13,Ambos Lados,32,15,Tala,Medio,VBO23L13,W35501,W35501,-75.84898486,5.064985231,CALDAS,SAN JOSÉ
YARUMO,Arbol aislado,Ejecutado,2024-02-23,Debajo,70,18,Tala,Alto,VCT23L14,E12060,E12061,-74.89042002,5.528120035,CALDAS,NORCASIA
CHINGALE,Bosque natural,Ejecutado,2024-02-23,Debajo,20,5,Tala,Alto,VCT23L14,E12060,E12061,-74.88985668,5.528386817,CALDAS,NORCASIA
YARUMO,Arbol aislado,Ejecutado,2024-02-23,Debajo,35,5,Tala,Alto,VCT23L14,E12058,E12059,-74.89072046,5.527888441,CALDAS,NORCASIA
ESPADERO,Bosque natural,Ejecutado,2024-02-23,Ambos Lados,25,15,Tala,Medio,VCT23L14,E12060,E12061,-74.889586,5.528558,CALDAS,NORCASIA
ARBOLOCO,Arbol aislado,Ejecutado,2024-02-25,Debajo,15,10,Poda,Alto,AZU23L15,N23290,N23294,-75.49360712,5.366558098,CALDAS,SALAMINA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-02-25,Encima,30,6,Poda,Alto,AZU23L15,N23290,N23294,-75.49371351,5.367746554,CALDAS,SALAMINA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-02-25,Ambos Lados,30,10,Poda,Alto,AZU23L15,N23290,N23294,-75.49359224,5.366577355,CALDAS,SALAMINA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-02-25,Ambos Lados,30,8,Poda,Alto,AZU23L15,N23290,N23294,-75.49357362,5.366333902,CALDAS,SALAMINA
GUADUA,Guadual,Ejecutado,2024-02-25,Izquierda,15,20,Tala,Alto,AZU23L15,N23129,N23132,-75.47169438,5.294324994,CALDAS,ARANZAZU
NOGAL CAFETERO,Arbol aislado,Pendiente Apagon,2024-02-22,Ambos Lados,85,5,Poda,Alto,ROS23L19,D14158,D14243,-75.68553733,4.849065534,RISARALDA,DOSQUEBRADAS
ACACIA AMARILLA,Ornamental,Ejecutado,2024-02-23,Derecha,70,4,Poda,Alto,ROS23L15,D16031,D16201,-75.678995,4.830925,RISARALDA,DOSQUEBRADAS
ACACIA AMARILLA,Ornamental,Ejecutado,2024-02-23,Debajo,80,8,Poda,Alto,ROS23L15,D16201,D16242,-75.678814,4.831092,RISARALDA,DOSQUEBRADAS
OTROS,Arbol aislado,Ejecutado,2024-02-19,Ambos Lados,35,2,Poda,Alto,INS23L14,C20009,C20010,-75.726324,5.04318,CALDAS,PALESTINA
OTROS,Arbol aislado,Ejecutado,2024-02-19,Debajo,35,3,Poda,Alto,INS23L14,C20009,C20010,-75.726275,5.043248,CALDAS,PALESTINA
CHILCA,Rastrojo,Ejecutado,2024-02-23,Derecha,20,20,Rocería,Bajo,INS23L14,C23399,C23878,-75.64978286,4.999220113,CALDAS,CHINCHINÁ
NN,Plantacion,Ejecutado,2024-02-21,Izquierda,5,6,Poda,Alto,VCT23L12,E11100,E11102,-74.92283128,5.288460951,CALDAS,VICTORIA
AGUACATE,Frutales,Pendiente Otro,2024-02-21,Debajo,0,0,Poda,Alto,VCT23L12,E11099,E11100,-74.92065055,5.291969114,CALDAS,VICTORIA
